Kingdom	Phylum	Class	Order	Family	Genus
N26273	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N26276	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26278	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26280	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26282	Bacteria	Gracilibacteria	NA	NA	NA	NA
N26284	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
N26285	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N26287	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N26288	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N26290	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26291	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	NA
N26292	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Haliea
N26293	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26295	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26297	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N26304	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group
N26307	Bacteria	Parcubacteria	NA	NA	NA	NA
N26308	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26310	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	NA	NA
N26311	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N26312	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N26313	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26314	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26315	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26319	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
N26320	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
N26322	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N26323	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N26324	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium
N26327	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N26328	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	LWSR-14	NA
N26329	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N26330	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N26331	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
N26334	Bacteria	Acidobacteria	Acidobacteria	Subgroup_21	NA	NA
N26336	Bacteria	Proteobacteria	Gammaproteobacteria	E01-9C-26_marine_group	NA	NA
N26337	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SAR116_clade	NA
N26338	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA
N26340	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola
N26343	Bacteria	Proteobacteria	Betaproteobacteria	NA	NA	NA
N26345	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
N26346	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N26348	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26352	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
N26354	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Ekhidna
N26355	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N26359	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N26362	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26363	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26367	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N26369	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	NA
N26370	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
N26371	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N26372	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
N26373	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	NA
N26381	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NA
N26383	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Gigarickettsia
N26387	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfofaba
N26388	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N26390	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Candidatus_Amoebophilus
N26394	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	NA
N26395	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N26396	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N26400	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ib	NA
N26407	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N26410	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
N26411	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N26412	Bacteria	Actinobacteria	Actinobacteria	NA	NA	NA
N26413	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Maricurvus
N26415	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N26417	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	NA
N26418	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26423	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	NA
N26425	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	NA
N26434	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N26440	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
N26443	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26444	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N26449	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
N26461	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter
N26462	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
N26463	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira
N26465	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax
N26466	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26467	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26469	Bacteria	Cloacimonetes	NA	NA	NA	NA
N26470	Bacteria	Fibrobacteres	Fibrobacteria	possible_order_07	NA	NA
N26471	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
N26476	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N26477	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N26478	Bacteria	Saccharibacteria	NA	NA	NA	NA
N26479	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N26485	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26495	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N26496	Bacteria	NA	NA	NA	NA	NA
N26498	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26504	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26507	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Lentimonas
N26509	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flaviramulus
N26513	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA
N26516	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
N26518	Bacteria	NA	NA	NA	NA	NA
N26525	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
N26528	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26529	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
N26536	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26550	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N26551	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N26561	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Simiduia
N26562	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA
N26571	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N26573	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
N26575	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	NA	NA
N26578	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	NA
N26579	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA
N26580	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group
N26583	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas
N26587	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N26589	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
N26590	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
N26592	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium
N26595	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N26596	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
N26597	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
N26598	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella
N26603	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus_Gigarickettsia
N26608	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N26609	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas
N26610	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospira
N26615	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_IV	NA
N26616	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix
N26617	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N26618	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
N26619	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26622	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	AEGEAN-169_marine_group
N26623	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N26630	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N26641	Bacteria	NA	NA	NA	NA	NA
N26643	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N26646	Bacteria	Bacteroidetes	NA	NA	NA	NA
N26647	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26648	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA
N26649	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N26650	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	NA	NA
N26653	Bacteria	Parcubacteria	NA	NA	NA	NA
N26655	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26656	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N26657	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Aureispira
N26658	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N26659	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26674	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Marinifilum
N26675	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N26676	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N26679	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
N26681	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter
N26686	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26689	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	NA
N26690	Bacteria	Parcubacteria	NA	NA	NA	NA
N26693	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N26695	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicella
N26703	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	NA
N26705	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Rubidimonas
N26706	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N26718	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
N26719	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter
N26720	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Kangiella
N26731	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA
N26732	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
N26734	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
N26737	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	NA	NA
N26740	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
N26746	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	NA	NA
N26749	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
N26751	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfocella
N26757	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	NA	NA
N26758	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
N26759	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola
N26761	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N26763	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	NA	NA
N26765	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N26769	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	NA
N26776	Bacteria	Verrucomicrobia	Arctic97B-4_marine_group	NA	NA	NA
N26787	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Fabibacter
N26794	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N26796	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N26799	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	OM182_clade	NA
N26801	Bacteria	Proteobacteria	SPOTSOCT00m83	NA	NA	NA
N26805	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N26808	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N26810	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Flexibacter
N26818	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26820	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	NA
N26822	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospira
N26823	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	NA
N26824	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces
N26825	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ic	NA
N26830	Bacteria	Chloroflexi	SAR202_clade	SAR202_Clade2	SAR202_Clade2	NA
N26840	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
N26855	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA
N26859	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
N26860	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N26864	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
N26866	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
N26874	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
N26877	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
N26879	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
N26881	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Candidatus_Amoebophilus
N26883	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	LWSR-14	NA
N26884	Bacteria	Gracilibacteria	NA	NA	NA	NA
N26895	Bacteria	Tenericutes	Mollicutes	NB1-n	NA	NA
N26898	Bacteria	Proteobacteria	NA	NA	NA	NA
N26901	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA
N26903	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	NA	NA
N26904	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Aestuariibacter
N26906	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
N26907	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula
N26909	Bacteria	NA	NA	NA	NA	NA
N26914	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
N26915	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N26919	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella
N26923	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N26925	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella
N26929	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	LWSR-14	NA
N26936	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N26939	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N26941	Bacteria	Proteobacteria	Alphaproteobacteria	DB1-14	NA	NA
N26943	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10_marine_group
N26944	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
N26947	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N26948	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NS9_marine_group	NA
N26970	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N26972	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	NA	NA
N26982	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group
N26983	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	SAR86_clade	NA
N26985	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NA
N26986	Bacteria	Parcubacteria	NA	NA	NA	NA
N26988	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N26989	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
N26990	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Halobacteriovorax
N26993	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N27000	Bacteria	Acidobacteria	Acidobacteria	Subgroup_6	NA	NA
N27008	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA
N27009	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	NA
N27021	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Marinoscillum
N27026	Bacteria	NA	NA	NA	NA	NA
N27028	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Ia	NA
N27029	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
N27030	Bacteria	Proteobacteria	NA	NA	NA	NA
N27032	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula
N27038	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA
N27049	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
N27051	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade
N27053	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
N27060	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira
N27062	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	NA	NA
N27069	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02_marine_group
N27072	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_II	NA
N27074	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996_marine_group	NA
N27091	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N27095	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N27097	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Rubidimonas
N27110	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	NA
N27115	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halotalea
N27116	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	NA	NA
N27119	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
N27121	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	bac2nit3	NA
N27122	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	NA
N27141	Bacteria	Verrucomicrobia	Opitutae	MB11C04_marine_group	NA	NA
N27158	Bacteria	NA	NA	NA	NA	NA
N27164	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
N27165	Bacteria	Proteobacteria	NA	NA	NA	NA
N27178	Bacteria	Bacteroidetes	NA	NA	NA	NA
N27181	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
N27183	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
N27191	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	NA
N27194	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	NA
N27202	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XII	Fusibacter
N27203	Bacteria	Proteobacteria	Alphaproteobacteria	SB1-18	NA	NA
N27204	Bacteria	Verrucomicrobia	Opitutae	RS-B22	NA	NA
N27208	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wenyingzhuangia
N27209	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
N27210	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
